group	x	y	clickSelects
19	-44.75	48.25	1003
19	-44.75	48.75	1003
19	-44.25	49.25	1003
19	-42.75	49.25	1003
19	-42.25	48.75	1003
19	-42.25	48.25	1003
19	-42.75	47.75	1003
19	-44.25	47.75	1003
19	-44.75	48.25	1003
7926	-44.75	47.25	47
7926	-44.75	47.75	47
7926	-42.75	47.75	47
7926	-42.25	48.25	47
7926	-42.25	49.25	47
7926	-39.75	49.25	47
7926	-39.75	48.75	47
7926	-40.75	47.75	47
7926	-40.75	47.25	47
7926	-39.75	47.25	47
7926	-39.75	46.25	47
7926	-38.75	46.25	47
7926	-38.75	44.75	47
7926	-39.25	44.25	47
7926	-39.25	43.25	47
7926	-40.25	43.25	47
7926	-40.75	42.75	47
7926	-41.25	42.75	47
7926	-41.75	43.25	47
7926	-42.25	43.25	47
7926	-42.25	41.75	47
7926	-41.75	41.25	47
7926	-41.75	40.75	47
7926	-42.75	40.75	47
7926	-42.75	39.25	47
7926	-40.75	39.25	47
7926	-40.75	37.75	47
7926	-42.75	37.75	47
7926	-43.75	36.75	47
7926	-43.75	34.75	47
7926	-44.25	34.25	47
7926	-44.75	34.25	47
7926	-44.75	47.25	47
7937	-39.25	49.25	47
7937	-39.25	48.75	47
7937	-38.25	47.75	47
7937	-36.75	47.75	47
7937	-36.75	49.25	47
7937	-39.25	49.25	47
7944	-30.25	48.75	47
7944	-30.25	49.25	47
7944	-29.75	49.25	47
7944	-29.75	48.75	47
7944	-30.25	48.75	47
7945	-44.75	32.25	47
7945	-44.75	32.75	47
7945	-44.25	32.75	47
7945	-44.25	31.25	47
7945	-44.75	31.25	47
7945	-44.75	32.25	47
7946	-27.25	48.75	47
7946	-27.25	49.25	47
7946	-26.75	49.25	47
7946	-26.25	48.75	47
7946	-25.75	48.75	47
7946	-25.25	49.25	47
7946	-15.75	49.25	47
7946	-15.75	46.25	47
7946	-14.25	46.25	47
7946	-13.25	47.25	47
7946	-13.25	48.25	47
7946	-12.25	49.25	47
7946	-10.75	49.25	47
7946	-10.25	48.75	47
7946	-9.25	48.75	47
7946	-9.25	48.25	47
7946	-10.75	46.75	47
7946	-10.75	46.25	47
7946	-9.75	46.25	47
7946	-9.75	45.25	47
7946	-9.25	44.75	47
7946	-6.75	44.75	47
7946	-6.25	45.25	47
7946	-6.25	46.25	47
7946	-5.25	47.25	47
7946	-4.75	47.25	47
7946	-4.75	45.25	47
7946	-4.25	44.75	47
7946	-3.25	44.75	47
7946	-2.25	43.75	47
7946	-0.75	43.75	47
7946	-0.75	44.75	47
7946	-0.25	45.25	47
7946	1.25	45.25	47
7946	1.25	44.25	47
