group	x	y	clickSelects
3684	-45.25	47.75	219
3684	-45.25	48.25	219
3684	-44.75	48.75	219
3684	-36.25	48.75	219
3684	-35.75	48.25	219
3684	-35.75	47.75	219
3684	-36.75	46.75	219
3684	-36.75	45.75	219
3684	-37.25	45.25	219
3684	-37.25	44.75	219
3684	-35.75	44.75	219
3684	-34.75	45.75	219
3684	-34.25	45.75	219
3684	-33.75	45.25	219
3684	-33.75	44.75	219
3684	-34.75	44.75	219
3684	-35.75	43.75	219
3684	-35.75	43.25	219
3684	-34.75	42.25	219
3684	-34.75	41.25	219
3684	-34.25	40.75	219
3684	-34.25	39.75	219
3684	-33.25	38.75	219
3684	-33.25	38.25	219
3684	-33.75	38.25	219
3684	-34.25	38.75	219
3684	-35.25	38.75	219
3684	-36.25	39.75	219
3684	-37.75	39.75	219
3684	-37.75	39.25	219
3684	-37.25	38.75	219
3684	-37.25	38.25	219
3684	-37.75	37.75	219
3684	-38.25	37.75	219
3684	-38.25	38.75	219
3684	-38.75	38.75	219
3684	-39.75	37.75	219
3684	-39.75	36.75	219
3684	-40.25	36.75	219
3684	-40.75	37.25	219
3684	-40.75	38.25	219
3684	-41.25	38.75	219
3684	-41.25	39.25	219
3684	-40.75	39.75	219
3684	-40.75	40.25	219
3684	-41.75	40.25	219
3684	-42.75	41.25	219
3684	-42.75	41.75	219
3684	-41.75	42.75	219
3684	-41.75	43.25	219
3684	-42.25	43.75	219
3684	-42.25	44.25	219
3684	-41.75	44.75	219
3684	-41.75	45.25	219
3684	-42.25	45.75	219
3684	-45.25	45.75	219
3684	-45.25	47.75	219
3685	-40.25	38.75	219
3685	-40.25	39.25	219
3685	-39.75	39.25	219
3685	-39.75	38.75	219
3685	-40.25	38.75	219
3686	-36.75	42.25	219
3686	-36.75	42.75	219
3686	-36.25	42.75	219
3686	-35.25	41.75	219
3686	-35.25	41.25	219
3686	-35.75	40.75	219
3686	-36.25	40.75	219
3686	-36.25	41.75	219
3686	-36.75	42.25	219
39	-45.25	44.75	101
39	-45.25	45.25	101
39	-44.75	45.25	101
39	-44.75	43.75	101
