fill	x	y	xmin	xmax	ymin	ymax
#8A8A8A	3	2	2.875	3.125	1.875	2.125
#8A8A8A	2.75	1.5	2.625	2.875	1.375	1.625
#878787	3	1	2.875	3.125	0.875	1.125
#3E3E3E	2	0	1.875	2.125	-0.125	0.125
#A2A2A2	3.25	1.5	3.125	3.375	1.375	1.625
#DFDFDF	3.5	2.75	3.375	3.625	2.625	2.875
#FFFFFF	4	4	3.875	4.125	3.875	4.125
#FFFFFF	4	3.5	3.875	4.125	3.375	3.625
#747474	2.75	1	2.625	2.875	0.875	1.125
#6F6F6F	2.5	0	2.375	2.625	-0.125	0.125
#828282	3	1.5	2.875	3.125	1.375	1.625
#AEAEAE	3.25	2.25	3.125	3.375	2.125	2.375
#CDCDCD	4	3.75	3.875	4.125	3.625	3.875
#AEAEAE	3.5	2	3.375	3.625	1.875	2.125
#535353	2.25	0	2.125	2.375	-0.125	0.125
#A2A2A2	2.75	2	2.625	2.875	1.875	2.125
#CDCDCD	3.75	2.5	3.625	3.875	2.375	2.625
#DFDFDF	3.5	2.5	3.375	3.625	2.375	2.625
#A2A2A2	2.75	0	2.625	2.875	-0.125	0.125
#505050	2	1	1.875	2.125	0.875	1.125
#606060	2.5	1	2.375	2.625	0.875	1.125
#DFDFDF	3	2.25	2.875	3.125	2.125	2.375
#2D2D2D	1.75	0	1.625	1.875	-0.125	0.125
#C0C0C0	3.25	1	3.125	3.375	0.875	1.125
#909090	2.25	1.5	2.125	2.375	1.375	1.625
#A7A7A7	2.5	2	2.375	2.625	1.875	2.125
#A7A7A7	2.25	2	2.125	2.375	1.875	2.125
#414141	1.5	1	1.375	1.625	0.875	1.125
#909090	3.25	2	3.125	3.375	1.875	2.125
#CDCDCD	3.75	2.25	3.625	3.875	2.125	2.375
#FFFFFF	4.25	3.75	4.125	4.375	3.625	3.875
#C0C0C0	3.5	2.25	3.375	3.625	2.125	2.375
#AEAEAE	2.5	1.5	2.375	2.625	1.375	1.625
#1B1B1B	1.5	0	1.375	1.625	-0.125	0.125
#595959	2.25	1	2.125	2.375	0.875	1.125
#5B5B5B	1.75	1	1.625	1.875	0.875	1.125
#0F0F0F	1.25	0	1.125	1.375	-0.125	0.125
#FFFFFF	3.75	3.25	3.625	3.875	3.125	3.375
#414141	1.25	1	1.125	1.375	0.875	1.125
#DFDFDF	3.5	1.5	3.375	3.625	1.375	1.625
#050505	1	0	0.875	1.125	-0.125	0.125
#CDCDCD	3	0	2.875	3.125	-0.125	0.125
#FFFFFF	3.75	3	3.625	3.875	2.875	3.125
#A7A7A7	1.25	1.5	1.125	1.375	1.375	1.625
#CDCDCD	2	2	1.875	2.125	1.875	2.125
#C0C0C0	1.75	1.5	1.625	1.875	1.375	1.625
#545454	1	1	0.875	1.125	0.875	1.125
#040404	0.75	0	0.625	0.875	-0.125	0.125
#000000	0.5	0	0.375	0.625	-0.125	0.125
#FFFFFF	2.75	2.25	2.625	2.875	2.125	2.375
#666666	0.75	1	0.625	0.875	0.875	1.125
#DFDFDF	1.75	2	1.625	1.875	1.875	2.125
#161616	0.25	0	0.125	0.375	-0.125	0.125
#DFDFDF	1.5	1.5	1.375	1.625	1.375	1.625
#656565	0.5	1	0.375	0.625	0.875	1.125
#DFDFDF	1.5	2	1.375	1.625	1.875	2.125
#1B1B1B	0	0	-0.125	0.125	-0.125	0.125
#FFFFFF	2	1.5	1.875	2.125	1.375	1.625
#DFDFDF	0.25	1	0.125	0.375	0.875	1.125
