fill	x	y	xmin	xmax	ymin	ymax
#DBD6EC	10230	24	10205	10255	-1	49
#E5C7C3	10280	24	10255	10305	-1	49
#DDD8EC	10280	74	10255	10305	49	99
#9086C3	10330	74	10305	10355	49	99
#E7CBC7	10330	124	10305	10355	99	149
#EAD1CE	10380	124	10355	10405	99	149
#DEB8B3	10380	174	10355	10405	149	199
#EFECF6	10430	174	10405	10455	149	199
#C78E87	10430	224	10405	10455	199	249
#F7EDEC	10480	224	10455	10505	199	249
#F8F6FB	10480	274	10455	10505	249	299
#CEC7E4	10530	274	10505	10555	249	299
#F6EAE9	10530	324	10505	10555	299	349
#F8EEED	10580	324	10555	10605	299	349
#CE9B95	10580	374	10555	10605	349	399
#F1EFF7	10630	374	10605	10655	349	399
#994640	10630	424	10605	10655	399	449
#8B81C0	10680	424	10655	10705	399	449
#832424	10680	474	10655	10705	449	499
#998FC8	10330	24	10305	10355	-1	49
#D3CEE7	10380	74	10355	10405	49	99
#F9F0EF	10430	124	10405	10455	99	149
#EFEDF6	10480	174	10455	10505	149	199
#CEC7E4	10530	224	10505	10555	199	249
#F2F0F8	10580	274	10555	10605	249	299
#7B70B7	10630	324	10605	10655	299	349
#F2E1DF	10680	374	10655	10705	349	399
#DAD5EB	10730	424	10705	10755	399	449
#8C81C0	10380	24	10355	10405	-1	49
#B0A7D4	10480	124	10455	10505	99	149
#BBB3DA	10580	224	10555	10605	199	249
#D0CAE6	10430	74	10405	10455	49	99
#E8E5F2	10530	174	10505	10555	149	199
#A89ECF	10630	274	10605	10655	249	299
#9C92C9	10680	324	10655	10705	299	349
#5750A5	10730	374	10705	10755	349	399
#9086C3	10430	24	10405	10455	-1	49
#B7AFD8	10480	74	10455	10505	49	99
#FAF2F1	10530	124	10505	10555	99	149
#D9D4EA	10580	174	10555	10605	149	199
#D3CDE7	10630	224	10605	10655	199	249
#3E3D9A	10680	274	10655	10705	249	299
#FEFDFD	10730	324	10705	10755	299	349
#9C4B45	10780	374	10755	10805	349	399
#968CC6	10480	24	10455	10505	-1	49
#EEECF6	10580	124	10555	10605	99	149
#E0BCB8	10680	224	10655	10705	199	249
#F3E4E2	10780	324	10755	10805	299	349
#A79ECF	10530	74	10505	10555	49	99
#E4C4C0	10630	174	10605	10655	149	199
#F6EAE8	10730	274	10705	10755	249	299
#A49BCE	10530	24	10505	10555	-1	49
#F4E7E5	10580	74	10555	10605	49	99
#D4CEE8	10630	124	10605	10655	99	149
#EFDBD8	10680	174	10655	10705	149	199
#FEFDFE	10730	224	10705	10755	199	249
#E1BEB9	10780	274	10755	10805	249	299
#DDD9ED	10830	324	10805	10855	299	349
#F5E8E6	10580	24	10555	10605	-1	49
#D1CBE6	10680	124	10655	10705	99	149
#E4C5C1	10780	224	10755	10805	199	249
#BBB3DA	10630	74	10605	10655	49	99
#F2E3E1	10730	174	10705	10755	149	199
#E8E5F2	10830	274	10805	10855	249	299
#756BB4	10630	24	10605	10655	-1	49
#9388C4	10680	74	10655	10705	49	99
#CFC9E5	10730	124	10705	10755	99	149
#E6E3F1	10780	174	10755	10805	149	199
#FAF4F3	10830	224	10805	10855	199	249
#E4E0F0	10880	274	10855	10905	249	299
#897FBF	10680	24	10655	10705	-1	49
#D1CBE6	10780	124	10755	10805	99	149
#F7F6FB	10880	224	10855	10905	199	249
#A79ECF	10730	74	10705	10755	49	99
#FEFEFF	10830	174	10805	10855	149	199
#6158AA	10730	24	10705	10755	-1	49
#F5F4FA	10780	74	10755	10805	49	99
#D4CEE8	10830	124	10805	10855	99	149
#E3C2BE	10880	174	10855	10905	149	199
#F3F1F8	10930	224	10905	10955	199	249
#F4E6E4	10780	24	10755	10805	-1	49
#D7D2E9	10880	124	10855	10905	99	149
#C0B8DD	10830	74	10805	10855	49	99
#FEFCFC	10930	174	10905	10955	149	199
#8D82C1	10830	24	10805	10855	-1	49
#B4ACD6	10880	74	10855	10905	49	99
#F2F0F8	10930	124	10905	10955	99	149
#F0DDDB	10980	174	10955	11005	149	199
#E5E1F1	10880	24	10855	10905	-1	49
#F9F8FC	10980	124	10955	11005	99	149
#F4F2F9	10930	74	10905	10955	49	99
#FAF9FC	10930	24	10905	10955	-1	49
#D1CBE6	10980	74	10955	11005	49	99
#E8CCC9	11030	124	11005	11055	99	149
#D8D3EA	10980	24	10955	11005	-1	49
#C8C1E1	11030	74	11005	11055	49	99
#9D93C9	11030	24	11005	11055	-1	49
#F1EFF7	11080	74	11055	11105	49	99
#B8B0D8	11080	24	11055	11105	-1	49
#D7ACA6	11130	24	11105	11155	-1	49
