fill	x	y	xmin	xmax	ymin	ymax
#121212	0	0	-0.125	0.125	-2.5	2.5
#818181	-0.5	5	-0.625	-0.375	2.5	7.5
#000000	0.25	0	0.125	0.375	-2.5	2.5
#767676	0.75	5	0.625	0.875	2.5	7.5
#151515	0.5	0	0.375	0.625	-2.5	2.5
#1A1A1A	0.75	0	0.625	0.875	-2.5	2.5
#0D0D0D	-0.25	0	-0.375	-0.125	-2.5	2.5
#1B1B1B	-0.75	0	-0.875	-0.625	-2.5	2.5
#1A1A1A	1	0	0.875	1.125	-2.5	2.5
#545454	3.75	0	3.625	3.875	-2.5	2.5
#262626	-1.25	0	-1.375	-1.125	-2.5	2.5
#313131	1.25	0	1.125	1.375	-2.5	2.5
#121212	-0.5	0	-0.625	-0.375	-2.5	2.5
#747474	-2.75	0	-2.875	-2.625	-2.5	2.5
#333333	-2.5	0	-2.625	-2.375	-2.5	2.5
#232323	-1.75	0	-1.875	-1.625	-2.5	2.5
#262626	-1	0	-1.125	-0.875	-2.5	2.5
#5F5F5F	-2.25	0	-2.375	-2.125	-2.5	2.5
#2B2B2B	1.5	0	1.375	1.625	-2.5	2.5
#343434	-1.5	0	-1.625	-1.375	-2.5	2.5
#585858	2.25	0	2.125	2.375	-2.5	2.5
#3A3A3A	1.75	0	1.625	1.875	-2.5	2.5
#4E4E4E	-2	0	-2.125	-1.875	-2.5	2.5
#979797	-1.5	5	-1.625	-1.375	2.5	7.5
#252525	2	0	1.875	2.125	-2.5	2.5
#515151	-3.5	0	-3.625	-3.375	-2.5	2.5
#606060	-3.75	0	-3.875	-3.625	-2.5	2.5
#727272	-4	0	-4.125	-3.875	-2.5	2.5
#444444	3.25	0	3.125	3.375	-2.5	2.5
#353535	2.75	0	2.625	2.875	-2.5	2.5
#424242	-3	0	-3.125	-2.875	-2.5	2.5
#7F7F7F	-4.25	0	-4.375	-4.125	-2.5	2.5
#656565	4	0	3.875	4.125	-2.5	2.5
#B1B1B1	1	10	0.875	1.125	7.5	12.5
#E3E3E3	-3	5	-3.125	-2.875	2.5	7.5
#797979	4.25	0	4.125	4.375	-2.5	2.5
#8C8C8C	4.5	0	4.375	4.625	-2.5	2.5
#C2C2C2	0.25	5	0.125	0.375	2.5	7.5
#D1D1D1	-1	15	-1.125	-0.875	12.5	17.5
#B7B7B7	-0.75	10	-0.875	-0.625	7.5	12.5
#8F8F8F	-4.5	0	-4.625	-4.375	-2.5	2.5
#696969	2.5	0	2.375	2.625	-2.5	2.5
#7E7E7E	0.5	5	0.375	0.625	2.5	7.5
#8F8F8F	1.5	5	1.375	1.625	2.5	7.5
#9F9F9F	3.25	5	3.125	3.375	2.5	7.5
#969696	2	5	1.875	2.125	2.5	7.5
#7D7D7D	-0.75	5	-0.875	-0.625	2.5	7.5
#A7A7A7	4.75	5	4.625	4.875	2.5	7.5
#B6B6B6	2.5	5	2.375	2.625	2.5	7.5
#A7A7A7	-4.75	5	-4.875	-4.625	2.5	7.5
#898989	1.25	5	1.125	1.375	2.5	7.5
#848484	3	0	2.875	3.125	-2.5	2.5
#7D7D7D	1	5	0.875	1.125	2.5	7.5
#999999	-2	5	-2.125	-1.875	2.5	7.5
#9C9C9C	-1.75	5	-1.875	-1.625	2.5	7.5
#9F9F9F	-2.25	5	-2.375	-2.125	2.5	7.5
#ABABAB	-3.25	5	-3.375	-3.125	2.5	7.5
#C2C2C2	3.5	5	3.375	3.625	2.5	7.5
#909090	-1.25	5	-1.375	-1.125	2.5	7.5
#A9A9A9	-2.5	5	-2.625	-2.375	2.5	7.5
#A1A1A1	4.5	5	4.375	4.625	2.5	7.5
#909090	1.75	5	1.625	1.875	2.5	7.5
#ADADAD	-2.75	5	-2.875	-2.625	2.5	7.5
#B9B9B9	0.75	10	0.625	0.875	7.5	12.5
#848484	-1	5	-1.125	-0.875	2.5	7.5
#9C9C9C	2.25	5	2.125	2.375	2.5	7.5
#A6A6A6	-4.5	5	-4.625	-4.375	2.5	7.5
#B6B6B6	-0.25	5	-0.375	-0.125	2.5	7.5
#D1D1D1	5	5	4.875	5.125	2.5	7.5
#BEBEBE	-5	5	-5.125	-4.875	2.5	7.5
#D6D6D6	-1.25	10	-1.375	-1.125	7.5	12.5
#FFFFFF	-5.25	5	-5.375	-5.125	2.5	7.5
#AFAFAF	-1	10	-1.125	-0.875	7.5	12.5
#A3A3A3	2.75	5	2.625	2.875	2.5	7.5
#C4C4C4	3	5	2.875	3.125	2.5	7.5
#CDCDCD	-1.5	10	-1.625	-1.375	7.5	12.5
#E3E3E3	-3.5	5	-3.625	-3.375	2.5	7.5
#C7C7C7	1.25	10	1.125	1.375	7.5	12.5
#EDEDED	-1.75	10	-1.875	-1.625	7.5	12.5
